,path,label
27,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103317.png,0
28,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103318.png,0
29,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103319.png,0
30,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103320.png,0
31,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103321.png,0
32,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103323.png,0
33,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103324.png,0
34,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103326.png,0
35,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103327.png,0
36,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103328.png,0
37,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103329.png,0
38,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103330.png,0
39,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103331.png,0
40,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103332.png,0
41,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103333.png,0
42,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103334.png,0
43,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103335.png,0
44,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103336.png,0
45,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103337.png,0
46,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103338.png,0
47,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103339.png,0
48,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103341.png,0
49,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103342.png,0
50,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103344.png,0
51,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103345.png,0
52,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103346.png,0
53,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103347.png,0
54,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103348.png,0
55,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103349.png,0
56,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103350.png,0
57,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103351.png,0
58,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103352.png,0
59,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103353.png,0
60,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103354.png,0
61,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103355.png,0
62,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103356.png,0
63,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103357.png,0
64,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103359.png,0
65,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103360.png,0
66,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103361.png,0
67,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103362.png,0
68,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103363.png,0
69,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103364.png,0
70,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103365.png,0
71,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103367.png,0
72,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103368.png,0
73,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103370.png,0
74,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103371.png,0
75,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103373.png,0
76,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103374.png,0
77,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103375.png,0
78,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103376.png,0
79,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103377.png,0
80,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103378.png,0
81,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103379.png,0
82,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103381.png,0
83,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103382.png,0
84,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103383.png,0
85,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103384.png,0
86,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103385.png,0
87,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103387.png,0
88,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103388.png,0
89,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103389.png,0
90,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103390.png,0
91,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103391.png,0
92,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103392.png,0
93,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103393.png,0
94,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103394.png,0
95,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103395.png,0
96,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103397.png,0
97,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103399.png,0
98,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103400.png,0
99,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103402.png,0
100,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103403.png,0
101,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103405.png,0
102,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103406.png,0
103,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103407.png,0
104,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103408.png,0
105,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103409.png,0
106,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103410.png,0
107,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103411.png,0
108,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103412.png,0
109,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103413.png,0
110,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103415.png,0
111,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103416.png,0
112,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103417.png,0
113,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103418.png,0
114,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103419.png,0
115,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103420.png,0
116,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103422.png,0
117,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103423.png,0
118,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103426.png,0
119,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103428.png,0
120,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103429.png,0
121,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103430.png,0
122,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103431.png,0
123,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103432.png,0
124,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103433.png,0
125,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103434.png,0
126,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103435.png,0
127,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103436.png,0
128,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103437.png,0
129,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103438.png,0
130,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103440.png,0
131,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103441.png,0
132,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\103442.png,0
133,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12272.png,0
134,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12273.png,0
135,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12274.png,0
136,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12275.png,0
137,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12276.png,0
138,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12277.png,0
139,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12278.png,0
140,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12279.png,0
141,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12280.png,0
142,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12281.png,0
143,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12282.png,0
144,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12283.png,0
145,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12284.png,0
146,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12285.png,0
147,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12287.png,0
148,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12288.png,0
149,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12289.png,0
150,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12290.png,0
151,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12291.png,0
152,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12292.png,0
153,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12293.png,0
154,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12295.png,0
155,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12297.png,0
156,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12298.png,0
157,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12299.png,0
158,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12300.png,0
159,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12301.png,0
160,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12302.png,0
161,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12303.png,0
162,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12304.png,0
163,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12306.png,0
164,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12307.png,0
165,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12308.png,0
166,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12309.png,0
167,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12310.png,0
168,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12311.png,0
169,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12312.png,0
170,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12315.png,0
171,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12316.png,0
172,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12317.png,0
173,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12318.png,0
174,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12319.png,0
175,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12320.png,0
176,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12321.png,0
177,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12322.png,0
178,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12323.png,0
179,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12324.png,0
180,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12325.png,0
181,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12326.png,0
182,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12327.png,0
183,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12328.png,0
184,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12329.png,0
185,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12330.png,0
186,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12331.png,0
187,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12332.png,0
188,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12334.png,0
189,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12335.png,0
190,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12336.png,0
191,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12337.png,0
192,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12338.png,0
193,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12339.png,0
194,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12340.png,0
195,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12341.png,0
196,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12342.png,0
197,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12343.png,0
198,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12344.png,0
199,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12345.png,0
200,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12347.png,0
201,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12349.png,0
202,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12351.png,0
203,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12353.png,0
204,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12354.png,0
205,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12355.png,0
206,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12356.png,0
207,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12357.png,0
208,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12359.png,0
209,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12360.png,0
210,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12361.png,0
211,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12362.png,0
212,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12363.png,0
213,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12364.png,0
214,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12365.png,0
215,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12366.png,0
216,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12367.png,0
217,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12368.png,0
218,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12369.png,0
219,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12370.png,0
220,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12371.png,0
221,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12372.png,0
222,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12373.png,0
223,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12374.png,0
224,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12375.png,0
225,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12377.png,0
226,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12378.png,0
227,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12379.png,0
228,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12380.png,0
229,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12381.png,0
230,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12382.png,0
231,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12383.png,0
232,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12384.png,0
233,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12386.png,0
234,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12387.png,0
235,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12389.png,0
236,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12390.png,0
237,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12393.png,0
238,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12394.png,0
239,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12395.png,0
240,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\12396.png,0
241,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13424.png,0
242,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13425.png,0
243,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13426.png,0
244,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13427.png,0
245,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13428.png,0
246,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13429.png,0
247,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13430.png,0
248,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13431.png,0
249,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13432.png,0
250,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13433.png,0
251,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13434.png,0
252,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13435.png,0
253,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13436.png,0
254,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13437.png,0
255,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13439.png,0
256,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13440.png,0
257,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13441.png,0
258,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13442.png,0
259,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13443.png,0
260,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\13444.png,0
261,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18491.png,0
262,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18492.png,0
263,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18493.png,0
264,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18496.png,0
265,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18497.png,0
266,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18498.png,0
267,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18500.png,0
268,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18501.png,0
269,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18502.png,0
270,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18503.png,0
271,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18504.png,0
272,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18505.png,0
273,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18507.png,0
274,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18508.png,0
275,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18509.png,0
276,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18510.png,0
277,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18511.png,0
278,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18512.png,0
279,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18513.png,0
280,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18514.png,0
281,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18515.png,0
282,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18516.png,0
283,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18518.png,0
284,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18519.png,0
285,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18520.png,0
286,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18521.png,0
287,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18522.png,0
288,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18523.png,0
289,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18524.png,0
290,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18525.png,0
291,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18526.png,0
292,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18527.png,0
293,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18529.png,0
294,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18530.png,0
295,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18531.png,0
296,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18533.png,0
297,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18535.png,0
298,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18536.png,0
299,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18537.png,0
300,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18538.png,0
301,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18539.png,0
302,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18540.png,0
303,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18541.png,0
304,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18543.png,0
305,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18544.png,0
306,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18545.png,0
307,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18546.png,0
308,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18548.png,0
309,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18550.png,0
310,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18551.png,0
311,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18552.png,0
312,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18553.png,0
313,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\18554.png,0
314,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22751.png,0
315,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22753.png,0
316,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22754.png,0
317,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22755.png,0
318,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22756.png,0
319,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22757.png,0
320,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22758.png,0
321,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22759.png,0
322,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22761.png,0
323,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22762.png,0
324,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\22764.png,0
325,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28799.png,0
326,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28800.png,0
327,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28801.png,0
328,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28802.png,0
329,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28803.png,0
330,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28804.png,0
331,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28807.png,0
332,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28808.png,0
333,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28809.png,0
334,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28810.png,0
335,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28811.png,0
336,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28812.png,0
337,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28813.png,0
338,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28814.png,0
339,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28815.png,0
340,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28816.png,0
341,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28817.png,0
342,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28819.png,0
343,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28820.png,0
344,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28821.png,0
345,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28823.png,0
346,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28825.png,0
347,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28827.png,0
348,E:\Nikhil Spring 22\archive\Hindi-MNIST\train\0\28828.png,0
